most_recent_visit,active,created,birth_y_m,age,most_recent_y,most_recent_m,most_recent_d,total_ltv_inc,total_ltv_ex,product,days_since_last_pay,subscription_duration_days,total_cancellations,total_entries,cancellation_date,n_quits,check_in,theoretical_inactive_date,anon_id
2023-11-05 09:33:00,no,2022-09-03,1982-06-01,44.0,2023,11,5,13356.0,12600.01,crossfit_12_mån_autogiro_fullt_medlemskap,836.0,424.0,23.0,29.0,2023-10-06,1.0,29.0,2023-11-26,5306cab3-3f4d-4661-aec6-6b48b1ef4b4e
2022-11-08 17:06:00,no,2022-09-20,1999-05-01,27.0,2022,11,8,781.0,736.79,intro_brons_autogiro,1171.0,0.0,8.0,6.0,,,6.0,2022-12-28,aa564ee5-4233-4b65-837d-c82c973c6ce6
2024-03-13 17:18:00,no,2022-09-20,1991-02-01,35.0,2024,3,13,10314.0,9730.189999999999,crossfit_6_mån_autogiro_fullt_medlemskap,654.0,517.0,26.0,48.0,2024-10-29,1.0,48.0,2024-04-26,82827233-74af-4781-bda3-78d42f6884b1
2026-02-03 06:11:00,yes,2022-10-06,2000-03-01,26.0,2026,2,3,13816.0,13033.93,crossfit_6_mån_autogiro_student_fullt_medlemskap,13.0,854.0,136.0,269.0,2024-04-02,1.0,269.0,2026-02-26,a1705b7b-3d40-4c44-bb1e-db44b95dd784
2026-02-11 11:55:00,yes,2022-11-10,1991-01-01,35.0,2026,2,11,35886.0,33854.65,crossfit_12_mån_autogiro_student_fullt_medlemskap,13.0,1179.0,146.0,622.0,,,623.0,2026-02-26,6279d047-1b42-4de7-8230-7aba2cc193af
2025-12-31 11:53:00,yes,2023-01-27,1994-07-01,32.0,2025,12,31,35612.9912,33597.189999999995,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,1060.0,37.0,127.0,,,127.0,2026-02-26,fa6183d9-420f-4d70-99b3-4e924beb7c14
2025-02-06 18:14:00,no,2023-02-06,1992-02-01,34.0,2025,2,6,5994.0,5654.73,crossfit_6_mån_autogiro_fullt_medlemskap,378.0,177.0,143.0,53.0,2024-12-16,2.0,53.0,2025-02-27,36c0fc1d-c734-4bea-b1c3-7b4e07d055e0
2023-12-26 09:52:00,no,2023-03-09,1998-07-01,28.0,2023,12,26,11065.0,10438.689999999999,crossfit_6_mån_autogiro_fullt_medlemskap,744.0,329.0,71.0,25.0,2024-01-11,1.0,26.0,2024-02-28,e86a4c33-b826-4ba5-a507-c5fcecdaf603
2023-06-04 16:12:00,no,2023-03-10,1984-08-01,42.0,2023,6,4,658.0,620.75,intro_brons_autogiro,959.0,0.0,5.0,15.0,,,15.0,2023-07-29,6d2555bb-fc4a-40c8-9f32-e14ec6f5b731
2026-02-03 11:59:00,yes,2023-03-12,1993-10-01,33.0,2026,2,3,34264.0,32324.48,crossfit_12_mån_autogiro_open_gym,13.0,692.0,127.0,132.0,,,132.0,2026-02-26,20e44dd7-659c-490d-a856-c57d30ec3bdf
2026-01-30 17:08:00,yes,2023-03-14,1992-11-01,34.0,2026,1,30,33978.0,32054.73,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,1055.0,98.0,120.0,,,120.0,2026-02-26,4f83316e-96a8-4260-a2e8-9df08e8d92d8
2026-01-27 12:06:00,yes,2023-04-06,1984-03-01,42.0,2026,1,27,30968.0,29215.12,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,1032.0,77.0,158.0,2025-06-26,1.0,159.0,2026-02-26,c7cbda61-e93d-4fd1-b30b-93488d44726e
2023-10-10 11:56:00,no,2023-06-08,1986-08-01,40.0,2023,10,10,1753.0,1653.78,intro_brons_autogiro,836.0,86.0,,6.0,,,6.0,2023-11-26,86f6f473-de17-4ce6-bd42-4368a92b1a33
2025-12-23 09:44:00,yes,2023-06-14,1957-05-01,69.0,2025,12,23,7000.0,6603.8,crossfit_12_mån_autogiro_open_gym,378.0,581.0,11.0,31.0,,,31.0,2025-02-27,1d8d3da6-65e5-4991-9c47-9f7a05eacef7
2023-09-12 10:02:00,no,2023-07-05,1982-09-01,44.0,2023,9,12,165.0,155.66,intro_brons_autogiro,867.0,0.0,4.0,5.0,,,5.0,2023-10-27,0787f738-f1d8-4e7f-96c5-4a938089fcb2
2023-07-28 07:53:00,no,2023-07-28,1991-03-01,35.0,2023,7,28,350.0,330.19,veckokort_2,932.0,0.0,4.0,1.0,,,1.0,,450b83cc-d3b4-4db3-9989-3f60257879c9
2024-04-25 17:07:00,no,2023-08-02,2000-11-01,26.0,2024,4,25,6147.0,5799.0599999999995,crossfit_6_mån_autogiro_fullt_medlemskap,623.0,173.0,41.0,28.0,2024-05-15,1.0,28.0,2024-06-28,4d38bb00-e3e9-462b-ad14-dc5e4852bdb6
2025-04-21 11:45:00,no,2023-08-04,1983-04-01,43.0,2025,4,21,20699.0,19527.37,crossfit_12_mån_autogiro_fullt_medlemskap,289.0,636.0,,130.0,2025-04-30,1.0,130.0,2025-05-28,9d8041fa-c6a2-452e-be92-5823c5fbd5e4
2025-05-29 14:00:00,yes,2023-09-04,1996-01-01,30.0,2025,5,29,23836.0,22486.809999999998,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,881.0,109.0,154.0,,,155.0,2026-02-26,1b699da6-5b5f-445f-9ce5-ab8a031db94f
2024-10-31 17:11:00,no,2023-09-07,1992-01-01,34.0,2024,10,31,13182.0,12435.84,fbb_ag_6mån,319.0,572.0,5.0,13.0,2025-03-07,1.0,13.0,2025-04-26,d97042f5-e254-4e1b-b7db-9c3f0bde155d
2023-12-09 16:17:00,no,2023-09-18,1988-05-01,38.0,2023,12,9,1252.0,1181.13,intro_brons_autogiro,806.0,74.0,7.0,14.0,,,14.0,2023-12-27,28720d7d-35dd-4be9-b055-526b28976e22
2024-12-10 16:24:00,no,2023-09-27,2003-04-01,23.0,2024,12,10,15888.0,14988.689999999999,crossfit_6_mån_autogiro_fullt_medlemskap,289.0,582.0,63.0,37.0,2025-04-29,1.0,37.0,2025-05-28,b0da1cec-3d6d-48b5-aabf-83396b0d826e
2024-03-29 10:01:00,no,2023-09-28,1996-07-01,30.0,2024,3,29,7197.0,6789.629999999999,crossfit_6_mån_autogiro_fullt_medlemskap,623.0,213.0,32.0,11.0,2024-05-07,1.0,11.0,2024-06-28,8d881ace-325a-4575-8075-ab4123d68512
2026-02-05 17:01:00,yes,2023-10-03,1997-12-01,29.0,2026,2,5,24828.9912,23423.59,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,851.0,133.0,125.0,,,125.0,2026-02-26,c1c38861-84f1-4719-b712-7ad2a521de52
2025-12-28 15:53:00,no,2023-10-05,1995-03-01,31.0,2025,12,28,26608.0,25101.91,crossfit_6_mån_autogiro_fullt_medlemskap,75.0,784.0,49.0,121.0,2025-11-28,1.0,122.0,2025-12-28,b4cbe894-ca75-4039-bcb7-0cc1d1699ace
2023-10-18 16:27:00,no,2023-10-16,1994-02-01,32.0,2023,10,18,350.0,330.19,veckokort_2,851.0,0.0,,1.0,,,1.0,,70834429-3f70-4625-a32f-0a56f3655c2b
2024-07-12 12:47:00,no,2023-10-30,2000-07-01,26.0,2024,7,12,4204.0,3966.04,crossfit_6_mån_autogiro_fullt_medlemskap,593.0,213.0,35.0,53.0,2024-06-25,1.0,53.0,2024-07-27,df3f548a-9eb1-4a4e-b0a9-ad6614e2807f
2026-02-09 18:04:00,yes,2023-11-01,1979-09-01,47.0,2026,2,9,26252.0,24766.02,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,661.0,128.0,209.0,,,209.0,2026-02-26,8ecee029-d017-44ac-83fe-3f7405e313f8
2024-02-16 08:23:00,no,2023-11-17,1993-05-01,33.0,2024,2,16,703.0,663.21,intro_brons_autogiro,744.0,0.0,6.0,12.0,,,12.0,2024-02-28,b1251307-1de6-4b03-bbbf-f479327f8a5d
2026-02-11 17:14:00,yes,2023-11-21,1994-08-01,32.0,2026,2,11,17902.0,16888.68,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,577.0,233.0,263.0,,,265.0,2026-02-26,4dc78ae0-38e2-43f9-91cf-ecec37a39196
2026-02-11 11:47:00,yes,2023-11-21,1997-04-01,29.0,2026,2,11,20863.0,19682.09,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,761.0,133.0,139.0,2025-04-22,1.0,139.0,2026-02-26,8bdcbbed-cb98-4584-867a-f598c210f01e
2023-12-11 14:07:00,no,2023-12-11,1989-12-01,37.0,2023,12,11,945.0,891.51,1_månads_fullt_medlemskap,796.0,0.0,2.0,1.0,,,1.0,,9f0997d7-8f3e-4ea1-a29a-1917088bfd04
2023-12-13 18:24:00,no,2023-12-11,1998-11-01,28.0,2023,12,13,350.0,330.19,veckokort_2,796.0,0.0,,3.0,,,3.0,,8ca90f2a-4c4f-4cf3-b043-d253c5c722dc
2025-12-26 09:33:00,no,2023-12-22,1990-12-01,36.0,2025,12,26,4350.0,4103.79,veckokort_2,68.0,717.0,5.0,36.0,,,36.0,,d457b432-b2c3-4ec0-9350-ddf44d76a0a6
2026-02-11 06:03:00,yes,2024-01-02,1994-10-01,32.0,2026,2,11,23689.9912,22349.07,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,761.0,19.0,236.0,,,236.0,2026-02-26,efb65a28-baab-4415-af52-f7aaa064dde2
2024-05-24 15:32:00,no,2024-01-05,1983-09-01,43.0,2024,5,24,5425.0,5117.92,crossfit_6_mån_autogiro_fullt_medlemskap,562.0,209.0,8.0,8.0,2024-08-14,1.0,8.0,2024-08-28,6e9484dd-e558-4c94-8383-ffe541c1317c
2026-02-11 17:09:00,yes,2024-01-08,2000-11-01,26.0,2026,2,11,24444.0,23060.31,crossfit_6_mån_autogiro_student_fullt_medlemskap,13.0,755.0,128.0,473.0,,,474.0,2026-02-26,6c092fd7-ca2e-41b7-80b5-b07b329a0a6b
2026-02-09 09:52:00,yes,2024-01-12,1988-04-01,38.0,2026,2,9,21807.0,20572.56,crossfit_12_mån_autogiro_student_fullt_medlemskap,13.0,751.0,24.0,124.0,,,124.0,2026-02-26,538d1a53-1563-401a-9224-5453cc3b581f
2025-10-27 11:00:00,no,2024-01-16,1961-02-01,65.0,2025,10,27,17364.0,16381.14,crossfit_6_mån_autogiro_fullt_medlemskap,105.0,654.0,17.0,49.0,2025-10-27,1.0,49.0,2025-11-27,1fa82dca-cefa-4cdf-8833-84bf176464f4
2025-11-28 11:42:00,yes,2024-01-26,1996-11-01,30.0,2025,11,28,17931.0,16915.98,crossfit_6_mån_autogiro_student_fullt_medlemskap,105.0,610.0,121.0,128.0,,,128.0,2025-11-27,6dbe2b28-c72e-4bfc-8212-804551281261
2025-02-23 11:01:00,no,2024-02-19,1976-09-01,50.0,2025,2,23,9996.0,9430.2,crossfit_12_mån_autogiro_fullt_medlemskap,378.0,337.0,,15.0,2025-01-28,1.0,15.0,2025-02-27,85cf9f75-a417-4140-8c15-ecc8b32bb7d0
2026-02-11 17:16:00,yes,2024-02-23,1991-08-01,35.0,2026,2,11,21317.0,20110.38,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,641.0,73.0,233.0,2025-02-19,1.0,234.0,2026-02-26,3aa3a826-9f73-49db-b0e8-1ad36440baa9
2025-05-13 18:00:00,no,2024-03-01,1992-12-01,34.0,2025,5,13,11340.0,10698.119999999999,crossfit_12_mån_autogiro_fullt_medlemskap,289.0,334.0,26.0,22.0,2025-04-08,1.0,22.0,2025-05-28,7edf7603-05bb-453f-8b0a-46fc5c653a49
2024-05-20 08:13:00,no,2024-03-04,1999-07-01,27.0,2024,5,20,128.0,120.75,intro_brons_autogiro,623.0,0.0,11.0,12.0,,,12.0,2024-06-28,b4eb5602-cf86-4d27-bb2b-14fb63de4025
2024-10-25 11:50:00,no,2024-03-06,1977-02-01,49.0,2024,10,25,1000.004,943.4,1_månads_fullt_medlemskap,710.0,0.0,20.0,19.0,,,20.0,,9bb43761-3e00-4ce5-9489-aa24aec593a8
2025-02-12 17:10:00,no,2024-04-01,2003-04-01,23.0,2025,2,12,8886.0,8382.98,crossfit_12_mån_autogiro_student_fullt_medlemskap,378.0,290.0,57.0,35.0,2025-01-28,1.0,35.0,2025-02-27,2f9db06e-68a4-41ce-904d-7ad4e8e35231
2025-02-12 16:06:00,no,2024-04-17,1986-07-01,40.0,2025,2,12,12695.0,11976.42,crossfit_12_mån_autogiro_fullt_medlemskap,228.0,439.0,22.0,14.0,2025-06-27,1.0,14.0,2025-07-27,e36e3da9-ab29-4c3c-97c4-3cf1dcdbb9d7
2024-06-19 11:47:00,no,2024-04-26,1996-12-01,30.0,2024,6,19,1400.0,1320.76,veckokort_2,54.0,605.0,7.0,3.0,,,3.0,,38490083-b14c-40a0-8781-6da28ab2279c
2026-02-04 17:05:00,yes,2024-05-02,1999-02-01,27.0,2026,2,4,17022.9956,16059.44,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,640.0,60.0,44.0,2025-08-06,1.0,44.0,2026-02-26,bc4fd424-00ae-435c-881e-be904592e841
2024-07-18 17:14:00,no,2024-05-10,1993-01-01,33.0,2024,7,18,450.0,424.53,klippkort_-_entré,575.0,0.0,5.0,,,,2.0,,9bf2532a-38d2-4279-99e6-f54a4b8e1a8f
2026-02-11 18:12:00,yes,2024-05-14,2000-04-01,26.0,2026,2,11,9102.0,8586.77,crossfit_6_mån_autogiro_student_fullt_medlemskap,13.0,272.0,4.0,97.0,,,97.0,2026-02-26,9576437e-0d01-4b81-a2b3-4390161de99f
2026-01-09 17:06:00,yes,2024-05-24,1992-04-01,34.0,2026,1,9,17424.9956,16438.69,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,580.0,48.0,56.0,,,56.0,2026-02-26,5797a431-eeb3-4801-8a7b-dc8e923d3131
2026-02-05 16:03:00,yes,2024-06-25,1984-04-01,42.0,2026,2,5,150.0,141.51,klippkort_-_entré,487.0,0.0,145.0,35.0,,,36.0,,9bcb27f4-f77f-4196-a388-a5717d916c73
2026-02-09 18:12:00,yes,2024-06-25,1978-04-01,48.0,2026,2,9,17516.0,16524.54,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,576.0,103.0,157.0,,,166.0,2026-02-26,b8e33012-701f-46a8-81bf-cfbe0c753d96
2024-10-07 18:05:00,yes,2024-07-16,1999-02-01,27.0,2024,10,7,12454.0,11749.07,crossfit_6_mån_autogiro_fullt_medlemskap,228.0,350.0,1.0,4.0,,,4.0,2025-06-26,7396822c-69f4-40b6-9be9-d65458bfc8d7
2025-06-08 16:35:00,no,2024-07-21,1986-04-01,40.0,2025,6,8,450.0,424.53,klippkort_-_entré,250.0,28.0,,,,,3.0,,6523af70-7c64-4093-a1a8-ce50a402ed7f
2026-02-11 14:31:00,yes,2024-09-19,1985-10-01,41.0,2026,2,11,10738.0,10130.18,hyrox_ag_12mån,13.0,380.0,94.0,90.0,,,90.0,2026-02-26,5b5d3983-84ca-420a-82c1-84edf687df50
2025-02-09 11:37:00,no,2024-09-24,1982-11-01,44.0,2025,2,9,4197.0,3959.43,crossfit_6_mån_autogiro_fullt_medlemskap,350.0,90.0,22.0,45.0,2025-02-25,1.0,45.0,2025-03-29,85a86645-86ce-4534-973d-39d575e4db22
2026-02-10 06:27:00,yes,2024-09-26,1995-10-01,31.0,2026,2,10,15969.9912,15066.039999999999,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,457.0,55.0,201.0,,,201.0,2026-02-26,52a253cc-933c-48ee-866c-832918f46c79
2026-02-09 16:56:00,no,2024-10-02,1994-03-01,32.0,2026,2,9,3900.0,3679.2599999999998,klippkort_-_entré,-3.0,167.0,12.0,,,,23.0,,d3f7027b-ad36-41ce-bc06-f1876356da3d
2024-10-23 18:33:00,no,2024-10-03,2003-01-01,23.0,2024,10,23,5972.0,5633.96,crossfit_6_mån_autogiro_fullt_medlemskap,319.0,180.0,1.0,2.0,2024-12-05,1.0,2.0,2025-04-26,4727e0ab-0e05-43e3-8414-bbc6cb8a5766
2026-02-11 16:36:00,yes,2024-10-07,1993-05-01,33.0,2026,2,11,10949.0,10329.25,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,388.0,84.0,112.0,2025-05-30,1.0,112.0,2026-02-26,003af46c-782a-4469-8fbf-c2d82bf93b39
2026-02-10 15:59:00,yes,2024-10-09,1998-03-01,28.0,2026,2,10,12770.0,12047.17,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,380.0,87.0,185.0,,,185.0,2026-02-26,0107f8e9-ecc7-4f16-a85e-3ecb351a8439
2026-02-03 16:57:00,yes,2024-10-09,2002-02-01,24.0,2026,2,3,14573.9912,13749.06,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,480.0,100.0,55.0,,,55.0,2026-02-26,9129c7b8-2b9e-457f-b783-b613e2667852
2026-02-05 15:59:00,yes,2024-10-09,2003-07-01,23.0,2026,2,5,12676.0,11958.46,crossfit_6_mån_autogiro_student_fullt_medlemskap,13.0,480.0,83.0,67.0,,,67.0,2026-02-26,268cf6ed-2057-4466-bd77-668d8ed2155c
2026-02-11 17:37:00,yes,2024-10-21,2005-01-01,21.0,2026,2,11,995.0,938.68,1_månads_fullt_medlemskap,481.0,0.0,14.0,132.0,,,132.0,,966396ba-7c4d-4aa9-87b6-1563234f263c
2025-01-22 11:41:00,no,2024-11-19,2004-08-01,22.0,2025,1,22,5652.0,5332.07,crossfit_12_mån_autogiro_fullt_medlemskap,289.0,163.0,5.0,21.0,2025-01-23,1.0,21.0,2025-05-28,2db8de3f-163b-4d67-8e1d-cc38545d7671
2026-02-06 15:51:00,yes,2024-11-22,1985-01-01,41.0,2026,2,6,11581.0,10925.48,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,344.0,105.0,118.0,,,118.0,2026-02-26,ec1e2471-71be-42e6-b1ef-a44713d85488
2026-02-10 17:12:00,yes,2024-11-27,1995-03-01,31.0,2026,2,10,7800.0,7358.5,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,396.0,36.0,41.0,2025-04-22,1.0,41.0,2026-02-26,75c7b539-5180-4f2a-99ea-8ef18c778968
2025-01-08 12:16:00,no,2024-12-16,1996-01-01,30.0,2025,1,8,413.0,389.62,1_månads_fullt_medlemskap,424.0,0.0,1.0,2.0,,,2.0,,ec3edc7b-d480-44f4-8eae-ba6a2ed33ec5
2026-02-09 18:13:00,yes,2024-12-18,1990-11-01,36.0,2026,2,9,13530.9912,12765.09,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,382.0,82.0,124.0,,,124.0,2026-02-26,776cb963-c451-44d0-bdf4-4ba9f7363241
2026-02-10 18:07:00,yes,2024-12-19,2010-05-01,16.0,2026,2,10,900.0,849.06,klippkort_-_entré,176.0,41.0,52.0,63.0,,,74.0,,c1100731-6b8d-4c74-b499-a1c3fab53b1d
2025-04-06 09:36:00,no,2024-12-30,1988-11-01,38.0,2025,4,6,6676.0,6298.12,crossfit_6_mån_autogiro_fullt_medlemskap,228.0,180.0,,6.0,2025-06-23,1.0,6.0,2025-07-27,9c31e47d-2943-43cf-a7dd-e81b5bfc9115
2026-01-22 16:45:00,yes,2025-01-07,1997-01-01,29.0,2026,1,22,7347.0,6931.14,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,389.0,15.0,41.0,,,41.0,2026-02-26,873da2a8-e913-4105-a43c-6eb7d78dab9d
2026-02-10 11:57:00,yes,2025-01-16,1983-12-01,43.0,2026,2,10,12770.0,12047.17,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,380.0,10.0,19.0,,,19.0,2026-02-26,4a3f5eb7-dde4-4ddb-9625-19df4a6b77d6
2025-05-16 11:56:00,no,2025-02-03,1995-02-01,31.0,2025,5,16,5915.0,5580.2,crossfit_6_mån_autogiro_fullt_medlemskap,197.0,165.0,1.0,3.0,2025-06-19,1.0,3.0,2025-08-27,3027efa8-e13f-4640-9217-526667ddacf3
2025-04-03 16:59:00,no,2025-02-03,1995-09-01,31.0,2025,4,3,1990.0,1877.36,1_månads_fullt_medlemskap,345.0,30.0,6.0,17.0,,,17.0,,ea5f9314-7bef-4ff5-932c-2a3d18e39d0a
2026-02-09 18:10:00,yes,2025-02-19,1978-03-01,48.0,2026,2,9,3501.0,3302.83,klippkort_-_entré,13.0,339.0,3.0,12.0,,,19.0,2026-02-26,63051bc8-cfbc-43a0-a3bd-59b71b64c960
2026-02-09 18:03:00,no,2025-02-26,1978-04-01,48.0,2026,2,9,1950.0,1839.6299999999999,klippkort_-_entré,-3.0,349.0,5.0,,,,11.0,,75407309-7fda-4d38-9e06-8066c507bb6c
2025-03-21 11:42:00,no,2025-02-26,1978-02-01,48.0,2025,3,21,150.0,141.51,klippkort_-_entré,329.0,0.0,1.0,,,,1.0,,55ca843c-3c8c-45ca-9109-913d2d81cba4
2026-02-11 17:11:00,yes,2025-03-17,1996-03-01,30.0,2026,2,11,8473.9912,7994.34,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,229.0,24.0,86.0,,,86.0,2026-02-26,ed4dd578-6a93-483f-899a-01ad075c45f3
2026-02-11 17:12:00,yes,2025-03-19,1995-12-01,31.0,2026,2,11,8407.9912,7932.07,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,227.0,34.0,97.0,,,97.0,2026-02-26,b5b8dec9-bf39-4f10-9e4b-249051a8b69d
2026-02-04 16:47:00,yes,2025-04-09,1994-02-01,32.0,2026,2,4,9042.9916,8531.14,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,298.0,23.0,50.0,,,50.0,2026-02-26,f4ad2f98-e7c0-450b-832e-5842cc693fd1
2026-01-15 12:47:00,yes,2025-04-18,1988-10-01,38.0,2026,1,15,7243.0,6833.0199999999995,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,198.0,30.0,23.0,,,23.0,2026-02-26,60bd575c-0db5-4178-b653-d4f25d1899c7
2025-12-29 17:03:00,yes,2025-05-06,1997-01-01,29.0,2025,12,29,5187.0004,4893.4,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,184.0,20.0,28.0,,,28.0,2026-02-26,2ade63da-1657-437a-bc66-c9a25ded3316
2025-09-03 18:15:00,no,2025-05-09,2006-02-01,20.0,2025,9,3,937.5,884.4499999999999,klippkort_-_entré,163.0,61.0,1.0,,,,4.0,,76183336-7bfb-4c81-be5a-8bc747ba8add
2026-02-06 15:48:00,no,2025-05-09,1998-12-01,28.0,2026,2,6,4500.0,4245.32,klippkort_-_entré,7.0,217.0,10.0,,,,23.0,,c6f89543-75dd-4842-a318-b2c2b33eeae1
2026-02-10 17:10:00,yes,2025-05-12,2002-02-01,24.0,2026,2,10,6249.0,5895.29,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,172.0,39.0,94.0,,,94.0,2026-02-26,d94fdc5f-c58f-41d2-b4fd-534ca095c931
2026-02-11 16:53:00,yes,2025-05-25,1994-06-01,32.0,2026,2,11,8473.0,7993.41,klippkort_-_entré,13.0,248.0,46.0,55.0,,,74.0,2026-02-26,3221b207-75e7-4639-920a-bfefafcb47f3
2026-01-20 11:57:00,yes,2025-06-02,1965-06-01,61.0,2026,1,20,5714.0,5390.57,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,153.0,22.0,53.0,,,53.0,2026-02-26,cccc14fe-2345-4201-9087-148a2c4c2816
2026-02-11 11:45:00,yes,2025-06-18,1979-04-01,47.0,2026,2,11,10332.0,9747.18,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,137.0,7.0,49.0,,,49.0,2026-02-26,3ff5aa4a-5803-4f17-998e-c0ee5e808caf
2025-08-16 17:18:00,no,2025-06-27,1996-06-01,30.0,2025,8,16,1050.0,990.5699999999999,veckokort_2,221.0,11.0,,9.0,,,9.0,,264505a9-55f1-49fb-92b5-c4b64adbf89f
2026-02-11 11:40:00,yes,2025-07-10,1985-10-01,41.0,2026,2,11,7680.9988,7246.23,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,205.0,71.0,84.0,,,84.0,2026-02-26,e341e480-a5d1-4b1f-aae7-da538965d259
2025-07-29 08:34:00,no,2025-07-21,1980-06-01,46.0,2025,7,29,700.0,660.38,veckokort_2,208.0,0.0,1.0,6.0,,,6.0,,55cf79b7-bd7d-4c70-8294-d033f8a49a99
2026-02-09 11:39:00,yes,2025-07-28,1990-03-01,36.0,2026,2,9,2835.0,2674.5299999999997,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,62.0,25.0,33.0,,,33.0,2026-02-26,295845a0-2c9d-43ae-ae17-cb03c1416a92
2026-02-05 11:48:00,yes,2025-07-29,1992-12-01,34.0,2026,2,5,3749.0,3536.79,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,91.0,57.0,47.0,,,47.0,2026-02-26,ce4f44f8-d2cd-4b80-b93f-c05b6c2769cb
2026-02-09 17:05:00,yes,2025-08-26,1995-05-01,31.0,2026,2,9,2985.0,2816.04,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,62.0,45.0,36.0,,,36.0,2026-02-26,6f323d8f-0e13-44f2-ac93-6609235a8178
2026-02-09 11:50:00,yes,2025-09-07,1981-03-01,45.0,2026,2,9,1200.0,1132.08,klippkort_-_entré,84.0,29.0,4.0,11.0,,,19.0,,e9fc0a0e-4f0a-40b3-9328-9cbf4aa00d44
2026-02-09 19:34:00,yes,2025-09-23,1996-06-01,30.0,2026,2,9,3980.0,3754.72,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,92.0,11.0,20.0,,,20.0,2026-02-26,96ed3df7-d4bd-4f1a-a731-be1682b4501a
2026-01-27 16:04:00,no,2025-10-10,1982-08-01,44.0,2026,1,27,1653.0,1559.4399999999998,klippkort_-_entré,17.0,101.0,4.0,,,,10.0,,c9d0df10-4f3a-49c7-8ae7-832e33e6885f
2026-02-10 16:05:00,yes,2025-10-14,1966-03-01,60.0,2026,2,10,4558.0,4300.0,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,110.0,33.0,16.0,,,16.0,2026-02-26,425e81b1-34b4-4925-99fa-7ba053be2784
2026-01-30 16:04:00,no,2025-10-24,1974-10-01,52.0,2026,1,30,2112.0,1992.46,klippkort_-_entré,-3.0,73.0,4.0,,,,8.0,,1db339e7-7d39-4e4c-9a7a-64139889959b
2026-01-21 18:10:00,no,2025-11-08,1996-11-01,30.0,2026,1,21,900.0,849.06,klippkort_-_entré,23.0,69.0,1.0,,,,6.0,,a7642974-6437-406c-ad72-5f9c89019694
2026-01-25 16:27:00,no,2025-11-12,1986-01-01,40.0,2026,1,25,718.75,678.0500000000001,klippkort_-_entré,19.0,42.0,,,,,5.0,,d80f4ca1-5856-4ea1-a2a4-8097421e0ac0
2025-12-31 09:57:00,no,2025-11-24,1984-07-01,42.0,2025,12,31,750.0,707.55,klippkort_-_entré,44.0,32.0,4.0,,,,3.0,,fb76e5ed-8201-4f2b-8d0b-765585c5ba30
2026-01-30 08:32:00,no,2025-12-03,1993-11-01,33.0,2026,1,30,150.0,141.51,klippkort_-_entré,14.0,0.0,,,,,1.0,,05b719e0-6396-4fd1-a3b9-799e385bdcd5
2025-12-09 11:53:00,no,2025-12-03,2003-06-01,23.0,2025,12,9,350.0,330.19,veckokort_2,73.0,0.0,1.0,2.0,,,2.0,,2fb881ff-5d18-4952-a98f-97b36a001b78
2026-02-10 12:31:00,yes,2025-12-04,2000-09-01,26.0,2026,2,10,2265.0,2136.79,crossfit_12_mån_autogiro_student_fullt_medlemskap,13.0,59.0,,7.0,,,7.0,2026-02-26,c26c8d9a-e4fc-4ebb-863d-7305c91a2297
2026-02-05 12:11:00,yes,2025-12-04,1995-08-01,31.0,2026,2,5,2889.0,2725.47,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,59.0,17.0,7.0,,,7.0,2026-02-26,498431df-111e-4578-97e6-07c863806566
