most_recent_visit,active,created,birth_y_m,age,most_recent_y,most_recent_m,most_recent_d,total_ltv_inc,total_ltv_ex,product,days_since_last_pay,subscription_duration_days,total_cancellations,total_entries,cancellation_date,n_quits,check_in,theoretical_inactive_date,anon_id
2022-09-11 09:38:00,no,2020-08-01,1986-07-01,40.0,2022,9,11,7403.0,6983.969999999999,skåpshyra_12_mån_autogiro,1262.0,457.0,58.0,152.0,2022-08-26,2.0,152.0,2022-09-28,6db050a1-f302-4843-88c4-d1aad754fd18
2022-04-05 16:47:00,no,2020-08-06,2000-08-01,26.0,2022,4,5,10774.0,10164.16,crossfit_12_mån_autogiro_fullt_medlemskap,1354.0,365.0,7.0,12.0,2022-05-16,1.0,12.0,2022-06-26,dab003a0-a95b-41e4-9a5f-8f9562d4b165
2023-07-26 07:53:00,no,2020-08-21,1987-10-01,39.0,2023,7,26,22570.0,21292.47,crossfit_12_mån_autogiro_fullt_medlemskap,959.0,760.0,46.0,64.0,2023-09-29,1.0,64.0,2023-07-27,b00f1a50-1a84-43db-ad31-f996c9fd05bc
2021-06-14 11:55:00,no,2020-09-01,1995-04-01,31.0,2021,6,14,949.0,895.28,crossfit_6_mån_autogiro_student_fullt_medlemskap,1719.0,0.0,1.0,3.0,2021-05-01,1.0,3.0,2021-06-26,5c9e44ee-a3bb-4a9a-97e7-906e8fbe3b95
2021-09-27 14:30:00,no,2020-09-04,1989-01-01,37.0,2021,9,27,4483.0,4229.24,crossfit_6_mån_autogiro_fullt_medlemskap,1597.0,122.0,9.0,5.0,2021-09-27,1.0,5.0,2021-10-28,6ed7fe80-5e71-43c6-a622-1c37732464a8
2021-05-27 18:27:00,no,2020-09-04,1993-12-01,33.0,2021,5,27,1929.0,1819.81,crossfit_6_mån_autogiro_student_fullt_medlemskap,1658.0,61.0,,1.0,2021-12-08,1.0,1.0,2021-08-26,555eedf3-78e3-42ef-a116-273bede55c5c
2022-07-28 09:58:00,no,2020-09-07,1992-12-01,34.0,2022,7,28,8786.0,8288.66,crossfit_6_mån_autogiro_open_gym,1324.0,395.0,5.0,78.0,2022-06-15,1.0,78.0,2022-07-28,2a55d8bd-0975-4a34-96d8-d275ad1fdc9d
2024-11-28 11:14:00,no,2020-10-12,1995-09-01,31.0,2024,11,28,39618.0,37375.49,crossfit_6_mån_autogiro_fullt_medlemskap,440.0,1279.0,138.0,226.0,2024-11-13,2.0,226.0,2024-12-27,d76bf7de-d3ab-4961-9f04-a62786b7b48f
2025-02-13 16:21:00,no,2020-10-12,1995-02-01,31.0,2025,2,13,43649.0,41178.329999999994,crossfit_6_mån_autogiro_fullt_medlemskap,378.0,1311.0,294.0,358.0,2025-01-08,2.0,359.0,2025-02-27,4dd6bf94-b7dc-4e42-8560-d08fbff033ea
2023-08-09 20:00:00,no,2020-10-21,1989-04-01,37.0,2023,8,9,22650.0,21367.94,crossfit_12_mån_autogiro_fullt_medlemskap,928.0,791.0,4.0,116.0,2023-07-26,1.0,116.0,2023-08-26,90d18473-e990-4514-bf2e-f8f2d504d798
2022-04-08 06:17:00,no,2020-11-04,2001-01-01,25.0,2022,4,8,10188.0,9611.28,crossfit_12_mån_autogiro_student_fullt_medlemskap,1385.0,334.0,86.0,82.0,2022-04-14,1.0,82.0,2022-05-27,a608dd4e-7907-4e2b-873f-b086b8a5705f
2025-12-07 10:51:00,yes,2020-12-21,1987-11-01,39.0,2025,12,7,52490.0,49518.899999999994,skåpshyra_12_mån_autogiro,13.0,1706.0,96.0,468.0,,,468.0,2026-02-26,d65877db-6d58-4844-a275-6724d75465c3
2026-02-09 17:54:00,yes,2020-12-30,1990-01-01,36.0,2026,2,9,56141.9912,52964.189999999995,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,1686.0,18.0,474.0,,,474.0,2026-02-26,ce808cf4-ad59-45f0-b321-7ba77c578d44
2023-06-12 11:06:00,no,2021-01-06,1976-12-01,50.0,2023,6,12,21001.0,19812.28,crossfit_6_mån_autogiro_fullt_medlemskap,654.0,639.0,3.0,29.0,2024-04-10,1.0,29.0,2024-05-30,75e5a7ca-44d6-41e2-961e-d05d41fd62a9
2026-02-11 17:33:00,no,2021-01-17,1991-04-01,35.0,2026,2,11,41977.0,39600.97,crossfit_12_mån_autogiro_fullt_medlemskap,-1.0,1385.0,202.0,213.0,2025-12-03,1.0,213.0,2026-01-28,fafc51e8-9533-48b8-ad73-d656f11aaf21
2026-01-30 14:32:00,yes,2021-02-01,1975-10-01,51.0,2026,1,30,148218.0,139827.95,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,1676.0,29.0,398.0,,,398.0,2026-02-26,9295eaaa-7f34-44a0-9be9-cb91e79b9672
2026-02-05 11:56:00,yes,2021-02-01,2003-12-01,23.0,2026,2,5,7516.992,7091.51,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,200.0,149.0,306.0,2024-08-15,1.0,306.0,2026-02-26,9378e59b-c3c2-4744-bf82-d5939ec3f50a
2023-02-27 18:24:00,no,2021-02-04,1995-09-01,31.0,2023,2,27,20058.0,18922.65,crossfit_12_mån_autogiro_fullt_medlemskap,1081.0,638.0,13.0,268.0,2023-02-08,1.0,268.0,2023-03-29,164c2ea1-2537-4ac5-b99e-d6dbc19952a1
2023-01-07 06:57:00,no,2021-02-04,1993-08-01,33.0,2023,1,7,16542.0,15605.6,crossfit_12_mån_autogiro_open_gym,1140.0,579.0,,205.0,2022-12-13,1.0,205.0,2023-01-26,f3e0a026-33aa-427e-9014-94e0b506b3bc
2021-09-06 17:50:00,no,2021-02-08,1989-04-01,37.0,2021,9,6,3834.0,3616.9700000000003,crossfit_12_mån_autogiro_open_gym,1597.0,122.0,,16.0,2021-09-24,1.0,16.0,2021-10-28,1bcee868-8f90-4b1c-9b5b-b99feae60488
2021-10-01 09:31:00,no,2021-02-08,1989-09-01,37.0,2021,10,1,3608.0,3403.7599999999998,crossfit_12_mån_autogiro_student_open_gym,1597.0,122.0,,27.0,2021-09-24,1.0,27.0,2021-10-28,9f1b315d-1c7b-4ab9-9130-cbee07e2ff7d
2024-05-29 11:53:00,no,2021-02-17,1998-11-01,28.0,2024,5,29,30564.0,28833.840000000004,crossfit_12_mån_autogiro_student_fullt_medlemskap,654.0,1065.0,182.0,298.0,2024-04-25,1.0,298.0,2024-05-30,77e505ce-c214-4a27-8951-80d9b8ed92c7
2026-01-30 11:49:00,yes,2021-03-03,1987-11-01,39.0,2026,1,30,3755.0,3542.46,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,125.0,57.0,102.0,,,102.0,2026-02-26,c008c070-3027-48ce-9845-7780f2e6ca42
2022-03-21 11:51:00,no,2021-03-08,1985-02-01,41.0,2022,3,21,7084.0,6683.03,crossfit_6_mån_autogiro_fullt_medlemskap,1415.0,274.0,16.0,72.0,2022-03-09,1.0,72.0,2022-04-27,3f2b592d-c680-4136-8859-dcc90db3d353
2026-02-08 10:36:00,yes,2021-03-12,1988-11-01,38.0,2026,2,8,52423.0,49455.69,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,1691.0,71.0,425.0,,,425.0,2026-02-26,bc7149d1-1204-467e-ba26-1032f29179e0
2024-10-14 17:02:00,no,2021-03-17,1990-09-01,36.0,2024,10,14,35540.0,33528.33,crossfit_6_mån_autogiro_fullt_medlemskap,440.0,1279.0,159.0,174.0,2024-11-21,1.0,174.0,2024-12-27,6d7dcef7-a71d-468a-a0fd-b389dfa26ec1
2024-05-06 11:17:00,no,2021-03-24,1979-01-01,47.0,2024,5,6,12718.998599999999,11999.06,crossfit_6_mån_autogiro_fullt_medlemskap,562.0,905.0,21.0,102.0,2024-08-05,2.0,102.0,2024-08-28,a1b02d6e-9afc-41a1-8c5b-abb2eb6dc6ef
2021-06-09 10:53:00,no,2021-04-09,1991-11-01,35.0,2021,6,9,340.0,320.75,intro_brons_autogiro,1689.0,0.0,,3.0,,,3.0,2021-07-29,b42e7de9-952b-4d49-ab04-b8a61b5e59a5
2026-02-11 16:54:00,yes,2021-05-06,1976-10-01,50.0,2026,2,11,51698.0,48771.729999999996,crossfit_12_mån_autogiro_fullt_medlemskap,75.0,1644.0,254.0,575.0,2021-12-02,1.0,575.0,2025-12-27,e9d42dd5-6953-4eb0-b2ca-96cda322e80f
2021-07-21 11:55:00,no,2021-05-20,1972-09-01,54.0,2021,7,21,1275.0,1202.83,intro_brons_autogiro,1658.0,69.0,23.0,9.0,,,9.0,2021-08-26,3b3d0c81-7046-426e-aab1-2a6804eaf30c
2022-03-23 21:32:00,no,2021-06-07,1991-07-01,35.0,2022,3,23,5777.0,5450.0,crossfit_6_mån_autogiro_fullt_medlemskap,1446.0,145.0,68.0,51.0,2022-12-07,1.0,51.0,2022-03-31,5177933e-7d54-42fd-8992-5e2b7c630228
2021-06-30 11:57:00,no,2021-06-18,1993-08-01,33.0,2021,6,30,722.0,681.13,intro_brons_autogiro,1627.0,0.0,2.0,1.0,,,1.0,2021-09-26,0778ba91-e2f1-4923-9ded-e5872bb73121
2021-09-02 16:58:00,no,2021-06-18,1985-03-01,41.0,2021,9,2,1246.0,1175.47,intro_brons_autogiro,1566.0,130.0,15.0,4.0,,,4.0,2021-12-02,a85247de-3826-4cfe-a362-881a930fae9f
2025-12-13 09:58:00,yes,2021-06-21,1988-10-01,38.0,2025,12,13,41784.0,39418.9,skåpshyra_12_mån_autogiro,13.0,1614.0,126.0,497.0,,,498.0,2026-02-26,694fec3e-1dd3-4266-9145-97f998aeca13
2026-02-11 13:03:00,yes,2021-06-23,2007-12-01,19.0,2026,2,11,106.0,100.0,teens_autogiro,1697.0,0.0,25.0,307.0,2023-12-19,1.0,307.0,,52703eda-3624-4de8-b73d-bb15c882f953
2021-12-18 14:22:00,no,2021-06-24,1994-08-01,32.0,2021,12,18,6876.0,6486.799999999999,crossfit_6_mån_autogiro_fullt_medlemskap,1505.0,191.0,19.0,34.0,2021-12-21,1.0,34.0,2022-01-26,c0dee00d-a342-468d-bc4e-3236515311c6
2022-05-21 07:16:00,no,2021-07-05,2001-10-01,25.0,2022,5,21,9014.0,8503.74,crossfit_6_mån_autogiro_student_fullt_medlemskap,1385.0,258.0,3.0,122.0,2022-05-02,2.0,122.0,2022-05-27,83bf7a40-4780-40c1-9e39-d92255c3b136
2024-10-04 11:59:00,no,2021-07-09,1986-03-01,40.0,2024,10,4,28872.0,27237.86,crossfit_12_mån_autogiro_fullt_medlemskap,531.0,1150.0,226.0,242.0,2024-10-28,1.0,243.0,2024-09-26,01dc1f23-8250-4766-95a3-c86aa8ff5ae0
2021-09-07 11:52:00,no,2021-07-15,2000-02-01,26.0,2021,9,7,82.0,77.36,intro_brons_autogiro,1629.0,0.0,,3.0,2022-04-27,1.0,3.0,2021-09-26,27b32bcd-27f3-460b-a710-9b2f5dd5eeb3
2021-09-07 11:51:00,no,2021-07-15,2001-11-01,25.0,2021,9,7,82.0,77.36,intro_brons_autogiro,1629.0,0.0,,3.0,2021-09-21,1.0,3.0,2021-09-26,53207580-a811-47f8-8a1c-753c7539d6dd
2026-02-06 16:02:00,no,2021-07-22,1991-08-01,35.0,2026,2,6,1800.0,1698.12,klippkort_-_entré,7.0,157.0,13.0,8.0,,,19.0,,1f781041-9fde-4c98-b3ec-6aa7f122c8d1
2021-08-12 18:54:00,no,2021-07-26,1995-07-01,31.0,2021,8,12,183.0,172.64,crossfit_12_mån_autogiro_fullt_medlemskap,1664.0,0.0,7.0,2.0,2021-09-03,1.0,2.0,,9aa0caec-60e6-498f-9b3a-9d9312a361ea
2023-02-20 18:04:00,no,2021-07-26,1987-05-01,39.0,2023,2,20,23216.0,21901.9,crossfit_12_mån_autogiro_fullt_medlemskap,836.0,730.0,14.0,32.0,2023-10-17,1.0,32.0,2023-11-26,ce686e9d-19d2-4801-9409-2fd9035e7f71
2026-02-11 12:02:00,yes,2021-07-26,1986-10-01,40.0,2026,2,11,49178.0,46394.36,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,1553.0,86.0,566.0,,,566.0,2026-02-26,5d21b0ab-2693-4402-9284-e16124bf6ad2
2022-05-31 06:08:00,no,2021-08-11,1986-04-01,40.0,2022,5,31,7789.0,7348.11,crossfit_6_mån_autogiro_fullt_medlemskap,1385.0,242.0,55.0,110.0,2022-05-02,1.0,110.0,2022-05-27,968b55e9-ba5d-4361-a6ec-7d2fbc119d9c
2026-02-10 06:13:00,yes,2021-08-12,1997-02-01,29.0,2026,2,10,48737.0,45978.32,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,1539.0,82.0,431.0,,,433.0,2026-02-26,417b88cb-782b-479f-a618-e6d31f30c8a5
2021-12-13 06:09:00,no,2021-08-12,1984-03-01,42.0,2021,12,13,13230.0,12481.14,crossfit_12_mån_autogiro_fullt_medlemskap,989.0,658.0,28.0,26.0,2023-05-30,1.0,26.0,2023-06-28,2da7e0b2-702f-44cb-a0bf-bce01323dea5
2023-02-04 15:03:00,no,2021-08-13,1995-06-01,31.0,2023,2,4,12352.0,11652.78,crossfit_12_mån_autogiro_student_fullt_medlemskap,867.0,412.0,22.0,80.0,2023-09-27,1.0,80.0,2023-10-27,7fe8a789-c0be-44dc-b619-e891bad55117
2022-11-14 16:34:00,no,2021-08-20,2001-06-01,25.0,2022,11,14,8788.0,8290.529999999999,crossfit_12_mån_autogiro_student_open_gym,1140.0,491.0,2.0,112.0,2022-12-15,1.0,112.0,2022-12-31,0ad92d15-ccfe-4f2d-880f-31d804da9b41
2022-01-18 19:14:00,no,2021-08-23,1980-01-01,46.0,2022,1,18,5626.0,5307.5599999999995,crossfit_6_mån_autogiro_fullt_medlemskap,1385.0,251.0,55.0,32.0,2022-05-06,1.0,32.0,2023-05-12,32d91b8c-69e8-4f40-83d8-c61eaa7a5525
2023-01-19 18:29:00,no,2021-08-23,1995-10-01,31.0,2023,1,19,15223.0,14361.33,crossfit_12_mån_autogiro_fullt_medlemskap,897.0,739.0,53.0,138.0,2023-09-20,2.0,138.0,2023-09-28,6d0b1875-eda0-446a-a75c-e4c6be3f0486
2021-09-22 17:10:00,no,2021-08-24,1987-09-01,39.0,2021,9,22,945.0,891.51,1_månads_fullt_medlemskap,1635.0,0.0,11.0,11.0,,,11.0,,32d204a7-f1ba-4e5e-bf75-0b382eceaa51
2023-04-25 15:47:00,no,2021-08-26,1995-06-01,31.0,2023,4,25,19883.0,18757.47,crossfit_12_mån_autogiro_student_fullt_medlemskap,928.0,705.0,19.0,59.0,2023-07-13,1.0,59.0,2023-08-26,f89ec94b-8734-4be8-bfad-634675cbaba9
2022-02-10 17:06:00,no,2021-08-27,1997-06-01,29.0,2022,2,10,2056.0,1939.62,crossfit_6_mån_autogiro_fullt_medlemskap,1446.0,92.0,11.0,33.0,2022-12-07,1.0,33.0,2022-02-26,49baa882-299b-421f-a636-d2918299f635
2026-02-10 17:05:00,yes,2021-08-31,1997-05-01,29.0,2026,2,10,46901.0,44246.22,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,1615.0,27.0,542.0,2025-01-20,1.0,542.0,2026-02-26,fda5fb5b-8a44-434d-b86b-779e99e37b1e
2024-03-27 10:01:00,no,2021-09-01,2001-05-01,25.0,2024,3,27,10957.0,10336.76,crossfit_12_mån_autogiro_student_fullt_medlemskap,715.0,367.0,188.0,156.0,2023-12-28,1.0,156.0,2024-03-28,98c5b413-f22e-40eb-ae6a-8a260f0c7618
2021-11-24 16:17:00,no,2021-09-02,1999-10-01,27.0,2021,11,24,41.0,38.68,intro_brons_autogiro,1536.0,0.0,15.0,13.0,,,13.0,2021-12-29,4034c2cd-0dfe-428c-8c3b-b72eba6bc562
2021-12-07 15:38:00,no,2021-09-09,2000-12-01,26.0,2021,12,7,1264.0,1192.46,intro_brons_autogiro,1536.0,83.0,17.0,16.0,,,16.0,2021-12-29,7f7af117-5897-4709-9645-8db1f092eef8
2021-11-18 11:58:00,no,2021-09-15,1991-03-01,35.0,2021,11,18,680.0,641.51,intro_brons_autogiro,1613.0,0.0,55.0,20.0,,,20.0,2021-12-03,79d496bb-e49c-4926-9d00-b01b0762a2a3
2022-04-06 16:12:00,no,2021-09-23,1991-06-01,35.0,2022,4,6,6103.0,5757.549999999999,crossfit_6_mån_autogiro_fullt_medlemskap,1415.0,186.0,46.0,31.0,2022-03-28,1.0,31.0,2022-04-27,836846cd-7f18-4541-9987-e64e5e1da6ae
2021-12-07 06:08:00,no,2021-09-27,1997-03-01,29.0,2021,12,7,7719.0,7282.049999999999,crossfit_6_mån_autogiro_student_fullt_medlemskap,1385.0,216.0,21.0,18.0,2022-04-27,1.0,18.0,2022-05-27,b7635795-91c2-444c-961e-54974f1be27e
2026-02-08 07:21:00,yes,2021-10-13,1996-07-01,30.0,2026,2,8,41605.0,39249.840000000004,crossfit_12_mån_autogiro_student_fullt_medlemskap,13.0,1460.0,21.0,423.0,,,423.0,2026-02-26,1f8fbab7-e3e4-41c7-b142-18c5f39db912
2023-04-13 18:14:00,no,2021-10-24,1989-05-01,37.0,2023,4,13,16008.0,15101.89,crossfit_6_mån_autogiro_fullt_medlemskap,1020.0,554.0,32.0,63.0,2023-04-19,1.0,63.0,2023-05-27,ad5e23ab-dee3-4ab8-a5a4-d137e5fcac86
2023-06-25 10:24:00,no,2021-10-24,1988-04-01,38.0,2023,6,25,19442.0,18341.52,crossfit_6_mån_autogiro_fullt_medlemskap,928.0,646.0,121.0,129.0,2023-07-26,1.0,129.0,2023-08-26,d23bbef9-6fe5-443c-b5f7-2b45632b8578
2022-12-08 11:55:00,no,2021-11-03,1973-06-01,53.0,2022,12,8,22809.0,21517.94,crossfit_12_mån_autogiro_fullt_medlemskap,744.0,728.0,42.0,29.0,2024-01-08,1.0,29.0,2024-02-28,f07f4b56-1c0d-4512-b0c0-1651cdc1a100
2024-12-17 06:23:00,no,2021-11-05,1996-11-01,30.0,2024,12,17,17457.0,16468.98,crossfit_12_mån_autogiro_fullt_medlemskap,440.0,975.0,55.0,262.0,2024-11-21,1.0,262.0,2024-12-27,436a85cc-337d-447c-adc0-9f1291d41fe8
2022-08-29 19:09:00,no,2021-11-07,1988-04-01,38.0,2022,8,29,10200.9956,9623.59,crossfit_6_mån_autogiro_fullt_medlemskap,1201.0,359.0,34.0,17.0,2022-10-10,1.0,17.0,2022-11-26,8db75ab3-ea8c-4f13-b123-e0252697c297
2022-03-30 11:52:00,no,2021-11-10,1991-01-01,35.0,2022,3,30,6667.0,6289.629999999999,crossfit_6_mån_autogiro_fullt_medlemskap,1385.0,172.0,18.0,12.0,2022-04-27,1.0,12.0,2022-05-27,94a1b493-8a52-4385-804f-bad96818ec10
2022-06-14 17:10:00,no,2021-11-12,1994-08-01,32.0,2022,6,14,10868.0,10252.83,crossfit_6_mån_autogiro_fullt_medlemskap,1201.0,354.0,86.0,37.0,2022-10-31,1.0,37.0,2022-11-26,92fd5d35-c85b-4b01-9951-184a5397dfe9
2022-08-29 19:09:00,no,2021-11-15,1989-06-01,37.0,2022,8,29,9652.0,9105.66,crossfit_6_mån_autogiro_fullt_medlemskap,1201.0,351.0,33.0,11.0,2022-10-10,1.0,11.0,2022-11-26,ae605bfd-b62c-4254-baa6-fbb2d8fb4729
2022-08-28 18:56:00,no,2021-11-15,1997-04-01,29.0,2022,8,28,7960.0,7509.44,crossfit_6_mån_autogiro_fullt_medlemskap,1293.0,212.0,117.0,86.0,2022-07-18,1.0,86.0,2022-08-26,e5ea138d-84c6-4ea4-868c-f3170ac1d3b5
2026-01-26 15:50:00,yes,2022-01-03,1997-04-01,29.0,2026,1,26,46611.9956,43973.61,crossfit_6_mån_autogiro_fullt_medlemskap,44.0,1425.0,138.0,239.0,,,239.0,2026-01-28,9689f3c2-d73e-4350-81db-d19f7e39c757
2025-10-19 08:18:00,no,2022-01-19,1982-02-01,44.0,2025,10,19,36824.0,34739.64,crossfit_12_mån_autogiro_fullt_medlemskap,197.0,1249.0,186.0,163.0,2025-10-20,1.0,163.0,2025-08-27,bc056ae5-f6d3-44b1-8328-f802ae39b2dc
2023-03-15 18:26:00,no,2022-01-24,1990-08-01,36.0,2023,3,15,37293.9996,35182.880000000005,crossfit_12_mån_autogiro_student_fullt_medlemskap,166.0,1314.0,36.0,59.0,2025-08-22,1.0,59.0,2025-08-29,849a4af4-dfcd-4084-9b23-1963e6a33b1c
2022-06-20 13:06:00,no,2022-01-27,1990-12-01,36.0,2022,6,20,11877.0,11204.72,crossfit_6_mån_autogiro_fullt_medlemskap,836.0,547.0,27.0,42.0,2023-10-02,1.0,42.0,2023-11-26,2a97bd59-698e-4b43-9545-59c1a106566f
2022-03-15 17:06:00,no,2022-02-04,1998-06-01,28.0,2022,3,15,5959.0,5621.71,crossfit_6_mån_autogiro_fullt_medlemskap,1293.0,178.0,18.0,5.0,2022-05-23,1.0,5.0,2022-08-26,9030a837-6b4d-4d56-ba72-f608480d4065
2022-11-17 17:34:00,no,2022-02-21,1997-12-01,29.0,2022,11,17,10391.0,9802.84,crossfit_12_mån_autogiro_fullt_medlemskap,1072.0,382.0,2.0,47.0,2023-03-07,1.0,47.0,2023-03-29,bf30c38e-fd87-4195-b522-095415fcbc1d
2023-02-24 16:49:00,no,2022-02-21,1990-06-01,36.0,2023,2,24,11610.0,10952.84,crossfit_12_mån_autogiro_fullt_medlemskap,1109.0,345.0,3.0,73.0,2023-02-20,1.0,73.0,2023-03-01,42442928-305c-45e1-84ce-f9ebe6bdc3c9
2022-12-13 17:57:00,no,2022-02-26,1995-12-01,31.0,2022,12,13,10344.0,9758.5,crossfit_6_mån_autogiro_fullt_medlemskap,1109.0,306.0,66.0,108.0,2023-01-24,2.0,108.0,2023-03-01,f54a49d1-78f1-4164-a409-63c95af65cb8
2022-03-03 11:43:00,no,2022-03-01,1982-07-01,44.0,2022,3,3,9290.0,8764.15,crossfit_6_mån_autogiro_fullt_medlemskap,1171.0,275.0,9.0,2.0,2022-12-07,1.0,2.0,2022-04-27,9097c0fe-e30b-4a02-85c9-8b94637d2baf
2026-02-11 18:24:00,yes,2022-03-10,1975-01-01,51.0,2026,2,11,33581.9912,31681.18,teens_autogiro,13.0,1424.0,64.0,186.0,,,186.0,2026-02-26,483f2725-5312-4346-970b-0fdc6d320ba2
2023-04-04 11:44:00,no,2022-03-18,1987-03-01,39.0,2023,4,4,12712.0,11992.46,crossfit_12_mån_autogiro_fullt_medlemskap,1050.0,379.0,11.0,36.0,2023-03-30,1.0,36.0,2023-04-27,fcf24300-612e-4a7e-bf90-355b1480d7f0
2025-02-03 18:14:00,no,2022-03-24,2002-04-01,24.0,2025,2,3,12219.0,11527.359999999999,crossfit_6_mån_autogiro_fullt_medlemskap,440.0,700.0,38.0,29.0,2025-01-07,1.0,29.0,2024-12-27,4d8b6efa-118e-4bd8-b632-30f1f66082ab
2022-04-12 17:09:00,no,2022-03-25,1992-02-01,34.0,2022,4,12,10188.0048,9611.29,crossfit_12_mån_autogiro_student_fullt_medlemskap,1081.0,341.0,15.0,6.0,2022-11-06,1.0,6.0,2023-03-29,00adb0bf-4ccd-4ea8-80a4-8e86a10364e7
2024-02-28 17:05:00,no,2022-04-05,1991-07-01,35.0,2024,2,28,29396.0,27732.1,crossfit_6_mån_autogiro_fullt_medlemskap,440.0,971.0,138.0,47.0,2024-11-21,1.0,47.0,2024-12-27,7cd31818-9824-4ae5-acbb-1606962b9f99
2022-09-30 15:53:00,no,2022-04-06,1989-01-01,37.0,2022,9,30,5964.0,5626.42,crossfit_6_mån_autogiro_fullt_medlemskap,1232.0,177.0,2.0,11.0,2022-08-30,1.0,11.0,2022-10-27,cc9d107d-3f33-49d2-87fa-b4353cc4a84d
2026-02-06 07:26:00,yes,2022-04-12,1995-05-01,31.0,2026,2,6,20673.0,19502.78,crossfit_12_mån_autogiro_student_fullt_medlemskap,13.0,823.0,217.0,220.0,,,220.0,2026-02-26,834b16cf-03db-482d-a2c8-daca0b2f4347
2022-05-26 10:17:00,no,2022-05-12,1997-11-01,29.0,2022,5,26,995.0,938.68,1_månads_fullt_medlemskap,1374.0,0.0,1.0,2.0,,,2.0,,1aa0c0c4-671b-4b30-b01e-77596bddf0e8
2022-07-17 16:02:00,no,2022-05-12,1968-11-01,58.0,2022,7,17,2033.0,1917.94,teens_autogiro,1232.0,142.0,,4.0,2022-09-16,1.0,4.0,2022-10-27,b63acba4-bc80-42c9-8e22-926ee1708917
2024-01-23 11:30:00,no,2022-06-01,1992-05-01,34.0,2024,1,23,20689.0,19517.94,crossfit_6_mån_autogiro_fullt_medlemskap,744.0,610.0,80.0,59.0,2024-01-23,1.0,59.0,2024-02-28,dd9fb46c-0374-4049-be29-e1c9265373c6
2023-01-09 18:43:00,no,2022-06-08,1977-01-01,49.0,2023,1,9,11120.0,10490.57,crossfit_12_mån_autogiro_fullt_medlemskap,1020.0,327.0,,20.0,2023-05-01,1.0,20.0,2023-05-27,d72657c9-0198-4c7f-828c-e97141705801
2023-03-20 13:47:00,no,2022-06-15,2001-12-01,25.0,2023,3,20,7918.0,7469.79,crossfit_6_mån_autogiro_student_fullt_medlemskap,1050.0,290.0,1.0,15.0,2023-04-03,1.0,15.0,2023-04-27,4f36e7c6-c07b-4472-8d55-9f7e796c4e76
2023-08-04 17:10:00,no,2022-06-30,1999-06-01,27.0,2023,8,4,11370.0,10726.42,crossfit_12_mån_autogiro_fullt_medlemskap,867.0,365.0,30.0,83.0,2023-08-04,1.0,83.0,2023-10-27,9f64f98f-2f5e-4d2b-8ab4-68be7b9202bc
2024-12-04 15:59:00,no,2022-07-04,1993-06-01,33.0,2024,12,4,20410.0,19254.73,crossfit_6_mån_autogiro_fullt_medlemskap,378.0,854.0,15.0,67.0,2025-01-10,2.0,67.0,2025-02-27,e2555380-bdec-4494-b77c-0c5217193cdb
2024-06-11 11:45:00,no,2022-08-09,1970-09-01,56.0,2024,6,11,32190.0,30367.94,crossfit_12_mån_autogiro_fullt_medlemskap,166.0,1118.0,163.0,117.0,2025-08-26,1.0,117.0,2025-09-26,ad46f8b5-ef51-4465-ae4a-dd2c60853e9b
2023-09-07 11:52:00,no,2022-08-16,1984-08-01,42.0,2023,9,7,11341.0,10699.07,crossfit_12_mån_autogiro_fullt_medlemskap,836.0,350.0,32.0,5.0,2023-07-13,1.0,5.0,2023-11-26,3b9720c8-cb5d-4eb4-b791-93955aab67bd
2026-01-25 16:27:00,yes,2022-08-22,1987-12-01,39.0,2026,1,25,35879.9912,33849.08,crossfit_6_mån_autogiro_fullt_medlemskap,13.0,1167.0,58.0,119.0,2024-04-11,1.0,119.0,2026-02-26,a4343409-8e17-4b78-a6cf-12ef9cee3566
2023-03-24 11:51:00,no,2022-08-22,1992-07-01,34.0,2023,3,24,16958.0,15998.119999999999,crossfit_12_mån_autogiro_fullt_medlemskap,684.0,517.0,57.0,33.0,2024-04-02,1.0,33.0,2024-04-26,f4b1f522-d044-49d6-832b-a47a29957952
2024-03-26 11:14:00,no,2022-08-29,2002-10-01,24.0,2024,3,26,19592.0048,18482.97,crossfit_6_mån_autogiro_student_fullt_medlemskap,654.0,611.0,3.0,103.0,2024-04-25,1.0,103.0,2024-05-30,5d76b4e3-4745-4728-8608-aa3d2e1a5ba2
2026-02-11 18:17:00,yes,2022-08-30,1996-07-01,30.0,2026,2,11,36925.0,34834.92,crossfit_12_mån_autogiro_fullt_medlemskap,13.0,1159.0,235.0,294.0,,,294.0,2026-02-26,29ca345a-2b4d-4bcf-9436-8163d4e0d42f
2023-08-24 06:08:00,no,2022-09-01,1993-12-01,33.0,2023,8,24,11940.0,11264.16,crossfit_6_mån_autogiro_fullt_medlemskap,928.0,334.0,7.0,108.0,2023-06-09,1.0,108.0,2023-08-26,7515bb23-0860-4d13-9b5a-b3b3cc3a7391
